,treeid,spnum,spname,spcode,site,aspect,sitequal,timbersale,dominance,baselinestandBA,baselineinddbh,tension,year,month,rain,temp,growth,prevmeasdbh,olddbh,oldBA,newdbh,newBA,mardbh,marba,near,age,azimuth,azadj
143,8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2017,sep,3.07,76.53571429,0,223.7144375,223.7144375,39307.69153,223.7144375,39307.69153,0,0,34.02,122,131,131
144,8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2017,oct,5.06,69.20512821,1,223.7144375,223.7144375,39307.69153,224.7144375,39659.88645,1,352.1949174,34.02,122,131,131
145,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,may,NA,NA,NA,10,10,78.53975,NA,NA,NA,NA,23.33,68,92,92
146,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,jun,NA,NA,NA,10,10,78.53975,NA,NA,NA,NA,23.33,68,92,92
147,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,jul,8.85,78.09,1.5,10,11.5,103.8688194,13,132.7321775,1.5,28.86335813,23.33,68,92,92
148,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,aug,4.33,83.57575758,0,11.5,11.5,103.8688194,11.5,103.8688194,0,0,23.33,68,92,92
149,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,sep,NA,NA,NA,11.5,11.5,103.8688194,NA,NA,NA,NA,23.33,68,92,92
150,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,oct,6.27,74.6375,0,11.5,11.5,103.8688194,11.5,103.8688194,0,0,23.33,68,92,92
151,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,may,3.24,62.07142857,0,11.5,11.5,103.8688194,11.5,103.8688194,0,0,23.33,69,92,92
152,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,jun,3.08,81.83783784,0,11.5,11.5,103.8688194,11.5,103.8688194,0,0,23.33,69,92,92
153,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,jul,NA,NA,NA,11.5,11.5,103.8688194,NA,NA,NA,NA,23.33,69,92,92
154,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,aug,6.49,86.26315789,0,15.5,15.5,188.6917494,15.5,188.6917494,0,0,23.33,69,92,92
155,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,sep,2.3,80.92592593,0,15.5,15.5,188.6917494,15.5,188.6917494,0,0,23.33,69,92,92
156,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,oct,2.91,65.5625,0,15.5,15.5,188.6917494,15.5,188.6917494,0,0,23.33,69,92,92
157,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,may,3.87,67.66666667,0,15.5,15.5,188.6917494,15.5,188.6917494,0,0,23.33,70,92,92
158,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,jun,6,77.39473684,1,15.5,15.5,188.6917494,16.5,213.8244694,1,25.13272,23.33,70,92,92
159,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,jul,7.9,84,4,16.5,16.5,213.8244694,20.5,330.0632994,4,116.23883,23.33,70,92,92
160,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,aug,8.43,79.35135135,0.5,20.5,20.5,330.0632994,21,346.3602975,0.5,16.29699813,23.33,70,92,92
161,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,sep,3.07,76.53571429,0,21,21,346.3602975,21,346.3602975,0,0,23.33,70,92,92
162,9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,oct,5.06,69.20512821,0,21,21,346.3602975,21,346.3602975,0,0,23.33,70,92,92
163,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,may,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA,28.78,72,159,159
164,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,jun,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA,28.78,72,159,159
165,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,jul,8.85,78.09,NA,23.4,23.4,430.0522551,NA,NA,NA,NA,28.78,72,159,159
166,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,aug,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA,28.78,72,159,159
167,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,sep,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA,28.78,72,159,159
168,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,oct,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA,28.78,72,159,159
169,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,may,3.24,62.07142857,1,23.4,23.4,430.0522551,24.4,467.5942556,1,37.5420005,28.78,73,159,159
170,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,jun,3.08,81.83783784,2,24.4,24.4,467.5942556,26.4,547.3906416,2,79.796386,28.78,73,159,159
171,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,jul,2.74,87.13793103,2,26.4,26.4,547.3906416,28.4,633.4702076,2,86.079566,28.78,73,159,159
172,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,aug,NA,NA,NA,28.4,28.4,633.4702076,NA,NA,NA,NA,28.78,73,159,159
173,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,sep,2.3,80.92592593,0,28.4,28.4,633.4702076,28.4,633.4702076,0,0,28.78,73,159,159
174,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,oct,2.91,65.5625,2,28.4,28.4,633.4702076,30.4,725.8329536,2,92.362746,28.78,73,159,159
175,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,may,3.87,67.66666667,0,30.4,30.4,725.8329536,30.4,725.8329536,0,0,28.78,74,159,159
176,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,jun,NA,NA,NA,30.4,30.4,725.8329536,NA,NA,NA,NA,28.78,74,159,159
177,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,jul,7.9,84,0,30.4,30.4,725.8329536,30.4,725.8329536,0,0,28.78,74,159,159
178,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,aug,8.43,79.35135135,1,30.4,30.4,725.8329536,31.4,774.3705191,1,48.5375655,28.78,74,159,159
179,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,sep,3.07,76.53571429,0,31.4,31.4,774.3705191,31.4,774.3705191,0,0,28.78,74,159,159
180,10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,oct,5.06,69.20512821,NA,31.4,31.4,774.3705191,NA,NA,NA,NA,28.78,74,159,159
181,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,may,NA,NA,NA,9.3,9.3,67.92902978,NA,NA,NA,NA,23.99,78,159,159
182,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,jun,NA,NA,NA,9.3,9.3,67.92902978,NA,NA,NA,NA,23.99,78,159,159
183,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,jul,8.85,78.09,1,9.3,10.3,83.32282078,11.3,100.2874068,1,16.964586,23.99,78,159,159
184,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,aug,4.33,83.57575758,1,10.3,10.3,83.32282078,11.3,100.2874068,1,16.964586,23.99,78,159,159
185,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,sep,NA,NA,NA,11.3,11.3,100.2874068,NA,NA,NA,NA,23.99,78,159,159
186,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,oct,6.27,74.6375,1,11.3,12.3,118.8227878,13.3,138.9289638,1,20.106176,23.99,78,159,159
187,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,may,NA,NA,NA,12.3,12.3,118.8227878,NA,NA,NA,NA,23.99,79,159,159
188,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,jun,3.08,81.83783784,0,12.3,12.3,118.8227878,12.3,118.8227878,0,0,23.99,79,159,159
189,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,jul,2.74,87.13793103,1,12.3,12.3,118.8227878,13.3,138.9289638,1,20.106176,23.99,79,159,159
190,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,aug,6.49,86.26315789,0,13.3,13.3,138.9289638,13.3,138.9289638,0,0,23.99,79,159,159
191,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,sep,2.3,80.92592593,1,13.3,13.3,138.9289638,14.3,160.6059348,1,21.676971,23.99,79,159,159
192,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,oct,2.91,65.5625,0,14.3,14.3,160.6059348,14.3,160.6059348,0,0,23.99,79,159,159
193,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,may,3.87,67.66666667,3,14.3,14.3,160.6059348,17.3,235.0616178,3,74.455683,23.99,80,159,159
194,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,jun,6,77.39473684,0,17.3,17.3,235.0616178,17.3,235.0616178,0,0,23.99,80,159,159
195,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,jul,7.9,84,0,17.3,17.3,235.0616178,17.3,235.0616178,0,0,23.99,80,159,159
196,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,aug,8.43,79.35135135,NA,17.3,17.3,235.0616178,NA,NA,NA,NA,23.99,80,159,159
197,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,sep,3.07,76.53571429,0,17.3,17.3,235.0616178,17.3,235.0616178,0,0,23.99,80,159,159
198,11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,oct,5.06,69.20512821,0,17.3,17.3,235.0616178,17.3,235.0616178,0,0,23.99,80,159,159
199,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,may,NA,NA,NA,11.6,11.6,105.6830876,NA,NA,NA,NA,18.18,119,159,159
200,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,jun,NA,NA,NA,11.6,11.6,105.6830876,NA,NA,NA,NA,18.18,119,159,159
201,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,jul,8.85,78.09,2,11.6,13.6,145.2671216,15.6,191.1343356,2,45.867214,18.18,119,159,159
202,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,aug,4.33,83.57575758,3,13.6,13.6,145.2671216,16.6,216.4241351,3,71.1570135,18.18,119,159,159
203,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,sep,NA,NA,NA,16.6,16.6,216.4241351,NA,NA,NA,NA,18.18,119,159,159
204,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,oct,6.27,74.6375,0,16.6,16.6,216.4241351,16.6,216.4241351,0,0,18.18,119,159,159
205,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,may,3.24,62.07142857,2,16.6,16.6,216.4241351,18.6,271.7161191,2,55.291984,18.18,120,159,159
206,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,jun,3.08,81.83783784,2,18.6,18.6,271.7161191,20.6,333.2912831,2,61.575164,18.18,120,159,159
207,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,jul,2.74,87.13793103,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0,18.18,120,159,159
208,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,aug,6.49,86.26315789,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0,18.18,120,159,159
209,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,sep,2.3,80.92592593,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0,18.18,120,159,159
210,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,oct,2.91,65.5625,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0,18.18,120,159,159
211,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,may,3.87,67.66666667,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0,18.18,121,159,159
212,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,jun,6,77.39473684,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0,18.18,121,159,159
213,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,jul,7.9,84,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0,18.18,121,159,159
214,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,aug,8.43,79.35135135,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0,18.18,121,159,159
215,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,sep,3.07,76.53571429,1,20.6,20.6,333.2912831,21.6,366.4350576,1,33.1437745,18.18,121,159,159
216,12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,oct,5.06,69.20512821,NA,21.6,21.6,366.4350576,NA,NA,NA,NA,18.18,121,159,159
217,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,may,NA,NA,NA,14.5,14.5,165.1298244,NA,NA,NA,NA,32.31,85,359,1
218,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,jun,11.87,77.65625,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0,32.31,85,359,1
219,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,jul,NA,NA,NA,14.5,14.5,165.1298244,NA,NA,NA,NA,32.31,85,359,1
220,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,aug,6,82.31,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0,32.31,85,359,1
221,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,sep,NA,NA,NA,14.5,14.5,165.1298244,NA,NA,NA,NA,32.31,85,359,1
222,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2015,oct,4.765,72.72727273,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0,32.31,85,359,1
223,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,may,3.24,62.07142857,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0,32.31,86,359,1
224,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,jun,3.08,81.83783784,0,14.5,14.5,165.1298244,14.5,165.1298244,0,0,32.31,86,359,1
225,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,jul,2.74,87.13793103,2,14.5,14.5,165.1298244,16.5,213.8244694,2,48.694645,32.31,86,359,1
226,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,aug,6.49,86.26315789,3,16.5,16.5,213.8244694,19.5,298.6473994,3,84.82293,32.31,86,359,1
227,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,sep,2.3,80.92592593,0,19.5,19.5,298.6473994,19.5,298.6473994,0,0,32.31,86,359,1
228,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2016,oct,2.91,65.5625,0,19.5,19.5,298.6473994,19.5,298.6473994,0,0,32.31,86,359,1
229,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,may,3.87,67.66666667,3,19.5,19.5,298.6473994,22.5,397.6074844,3,98.960085,32.31,87,359,1
230,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,jun,6,77.41666667,4.5,22.5,22.5,397.6074844,27,572.5547775,4.5,174.9472931,32.31,87,359,1
231,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,jul,7.98,83.5,3,27,27,572.5547775,30,706.85775,3,134.3029725,32.31,87,359,1
232,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,aug,8.43,79.44444444,1,30,30,706.85775,31,754.7669975,1,47.9092475,32.31,87,359,1
233,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,sep,3.32,76.06896552,NA,31,31,754.7669975,NA,NA,NA,NA,32.31,87,359,1
234,13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,oct,5.57,68.52380952,0,31,31,754.7669975,31,754.7669975,0,0,32.31,87,359,1
235,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,may,NA,NA,NA,11.6,11.6,105.6830876,NA,NA,NA,NA,21.56,82,353,7
236,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,jun,11.87,77.65625,0,11.6,11.6,105.6830876,11.6,105.6830876,0,0,21.56,82,353,7
237,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,jul,NA,NA,NA,11.6,11.6,105.6830876,NA,NA,NA,NA,21.56,82,353,7
238,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,aug,6,82.31,1,11.6,12.6,124.6897071,13.6,145.2671216,1,20.5774145,21.56,82,353,7
239,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,sep,NA,NA,NA,12.6,12.6,124.6897071,NA,NA,NA,NA,21.56,82,353,7
240,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2015,oct,4.765,72.72727273,1.25,12.6,13.85,150.6569119,15.1,179.078484,1.25,28.42157203,21.56,82,353,7
241,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,may,3.24,62.07142857,0,13.85,13.85,150.6569119,13.85,150.6569119,0,0,21.56,83,353,7
242,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,jun,3.08,81.83783784,1,13.85,13.85,150.6569119,14.85,173.1978202,1,22.54090825,21.56,83,353,7
243,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,jul,2.74,87.13793103,1,14.85,14.85,173.1978202,15.85,197.3095234,1,24.11170325,21.56,83,353,7
244,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,aug,6.49,86.26315789,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0,21.56,83,353,7
245,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,sep,2.3,80.92592593,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0,21.56,83,353,7
246,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2016,oct,2.91,65.5625,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0,21.56,83,353,7
247,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,may,3.87,67.66666667,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0,21.56,84,353,7
248,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,jun,6,77.41666667,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0,21.56,84,353,7
249,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,jul,7.98,83.5,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0,21.56,84,353,7
250,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,aug,8.43,79.44444444,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0,21.56,84,353,7
251,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,sep,3.32,76.06896552,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0,21.56,84,353,7
252,14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,oct,5.57,68.52380952,0,15.85,15.85,197.3095234,15.85,197.3095234,0,0,21.56,84,353,7
253,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,may,NA,NA,NA,11.5,11.5,103.8688194,NA,NA,NA,NA,36.4,77,332,28
254,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,jun,11.87,77.65625,6,11.5,11.5,103.8688194,17.5,240.5279844,6,136.659165,36.4,77,332,28
255,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,jul,NA,NA,NA,17.5,17.5,240.5279844,NA,NA,NA,NA,36.4,77,332,28
256,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,aug,NA,NA,NA,17.5,17.5,240.5279844,NA,NA,NA,NA,36.4,77,332,28
257,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,sep,NA,NA,NA,17.5,17.5,240.5279844,NA,NA,NA,NA,36.4,77,332,28
258,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,oct,NA,NA,NA,17.5,17.5,240.5279844,NA,NA,NA,NA,36.4,77,332,28
259,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,may,3.24,62.07142857,1,17.5,17.5,240.5279844,18.5,268.8022944,1,28.27431,36.4,78,332,28
260,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,jun,3.08,81.83783784,7,18.5,18.5,268.8022944,25.5,510.7047244,7,241.90243,36.4,78,332,28
261,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,jul,2.74,87.13793103,5,25.5,25.5,510.7047244,30.5,730.6160244,5,219.9113,36.4,78,332,28
262,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,aug,6.49,86.26315789,5,30.5,30.5,730.6160244,35.5,989.7971994,5,259.181175,36.4,78,332,28
263,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,sep,2.3,80.92592593,1,35.5,35.5,989.7971994,36.5,1046.345819,1,56.54862,36.4,78,332,28
264,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,oct,2.91,65.5625,0,36.5,36.5,1046.345819,36.5,1046.345819,0,0,36.4,78,332,28
265,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,may,3.87,67.66666667,7,36.5,36.5,1046.345819,43.5,1486.168419,7,439.8226,36.4,79,332,28
266,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,jun,6,77.41666667,12,43.5,43.5,1486.168419,55.5,2419.220649,12,933.05223,36.4,79,332,28
267,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,jul,7.98,83.5,10,55.5,55.5,2419.220649,65.5,3369.551624,10,950.330975,36.4,79,332,28
268,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,aug,8.43,79.44444444,3,65.5,65.5,3369.551624,68.5,3685.281419,3,315.729795,36.4,79,332,28
269,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,sep,3.32,76.06896552,0,68.5,68.5,3685.281419,68.5,3685.281419,0,0,36.4,79,332,28
270,15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,oct,5.57,68.52380952,0,68.5,68.5,3685.281419,68.5,3685.281419,0,0,36.4,79,332,28
271,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,may,NA,NA,NA,12.9,12.9,130.697998,NA,NA,NA,NA,37.27,58,360,0
272,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,jun,11.87,77.65625,8,12.9,12.9,130.697998,20.9,343.069482,8,212.371484,37.27,58,360,0
273,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,jul,NA,NA,NA,20.9,20.9,343.069482,NA,NA,NA,NA,37.27,58,360,0
274,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,aug,NA,NA,NA,20.9,20.9,343.069482,NA,NA,NA,NA,37.27,58,360,0
275,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,sep,NA,NA,NA,20.9,20.9,343.069482,NA,NA,NA,NA,37.27,58,360,0
276,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,oct,NA,NA,NA,20.9,20.9,343.069482,NA,NA,NA,NA,37.27,58,360,0
277,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,may,3.24,62.07142857,1,20.9,20.9,343.069482,21.9,376.684495,1,33.615013,37.27,59,360,0
278,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,jun,3.08,81.83783784,4,21.9,21.9,376.684495,25.9,526.852497,4,150.168002,37.27,59,360,0
279,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,jul,2.74,87.13793103,0,25.9,25.9,526.852497,25.9,526.852497,0,0,37.27,59,360,0
280,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,aug,6.49,86.26315789,0,25.9,25.9,526.852497,25.9,526.852497,0,0,37.27,59,360,0
281,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,sep,2.3,80.92592593,0,25.9,25.9,526.852497,25.9,526.852497,0,0,37.27,59,360,0
282,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,oct,2.91,65.5625,0,25.9,25.9,526.852497,25.9,526.852497,0,0,37.27,59,360,0
283,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,may,3.87,67.66666667,4,25.9,25.9,526.852497,29.9,702.153219,4,175.300722,37.27,60,360,0
284,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,jun,6,77.41666667,8,29.9,29.9,702.153219,37.9,1128.152823,8,425.999604,37.27,60,360,0
285,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,jul,7.98,83.5,7,37.9,37.9,1128.152823,44.9,1583.369214,7,455.216391,37.27,60,360,0
286,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,aug,8.43,79.44444444,0,44.9,44.9,1583.369214,44.9,1583.369214,0,0,37.27,60,360,0
287,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,sep,3.32,76.06896552,NA,44.9,44.9,1583.369214,NA,NA,NA,NA,37.27,60,360,0
288,16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,oct,5.57,68.52380952,1,44.9,44.9,1583.369214,45.9,1654.683307,1,71.314093,37.27,60,360,0
289,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2015,may,NA,NA,NA,16.5,16.5,213.8244694,NA,NA,NA,NA,72.76,127,332,28
290,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2015,jun,11.87,77.65625,0,16.5,16.5,213.8244694,16.5,213.8244694,0,0,72.76,127,332,28
291,17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2015,jul,NA,NA,NA,16.5,16.5,213.8244694,NA,NA,NA,NA,72.76,127,332,28
