treeid,spnum,spname,spcode,site,aspect,sitequal,timbersale,dominance,baselinestandBA,baselineinddbh,tension,year,month,rain,temp,growth,prevmeasdbh,olddbh,oldBA,newdbh,newBA,mardbh,marba
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,may,NA,NA,NA,8.2,8.2,52.8101279,NA,NA,NA,NA
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2015,may,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2015,may,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,jun,11.87,77.65625,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,jun,11.87,77.65625,7,8.2,8.2,52.8101279,15.2,181.4582384,7,128.6481105
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2015,jun,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2015,jun,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,jul,NA,NA,NA,4.5,4.5,15.90429938,NA,NA,NA,NA
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,jul,NA,NA,NA,15.2,15.2,181.4582384,NA,NA,NA,NA
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2015,jul,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2015,jul,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,aug,NA,NA,NA,4.5,4.5,15.90429938,NA,NA,NA,NA
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,aug,NA,NA,NA,15.2,15.2,181.4582384,NA,NA,NA,NA
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2015,aug,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2015,aug,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,sep,4.736666667,82.17582418,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,sep,4.736666667,82.17582418,4.3333,15.2,23.8666,447.3738793,28.1999,624.5750783,4.3333,177.2011989
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2015,sep,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2015,sep,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2015,oct,7.32,67.88372093,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2015,oct,7.32,67.88372093,3,19.5333,19.5333,299.668266,22.5333,398.7852734,3,99.11700742
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2015,oct,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2015,oct,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,may,3.24,62.07142857,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,may,3.24,62.07142857,9,22.5333,22.5333,398.7852734,31.5333,780.9592257,9,382.1739523
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2016,may,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2016,may,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,jun,3.08,81.83783784,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,jun,3.08,81.83783784,11,31.5333,31.5333,780.9592257,42.5333,1420.848173,11,639.8889472
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2016,jun,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2016,jun,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,jul,2.74,87.13793103,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,jul,2.74,87.13793103,8,42.5333,42.5333,1420.848173,50.5333,2005.602373,8,584.7541998
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2016,jul,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2016,jul,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,aug,6.49,86.26315789,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,aug,6.49,86.26315789,13,50.5333,50.5333,2005.602373,63.5333,3170.241465,13,1164.639092
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2016,aug,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2016,aug,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,sep,2.3,80.92592593,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,sep,2.3,80.92592593,6,63.5333,63.5333,3170.241465,69.5333,3797.302515,6,627.0610498
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2016,sep,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2016,sep,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2016,oct,2.91,65.5625,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2016,oct,2.91,65.5625,2,69.5333,69.5333,3797.302515,71.5333,4018.889225,2,221.5867099
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2016,oct,NA,NA,NA,15.3,15.3,183.8537008,NA,NA,NA,NA
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2016,oct,NA,NA,NA,12.2,12.2,116.8985639,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,may,3.87,67.66666667,0,4.5,4.5,15.90429938,4.5,15.90429938,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,may,3.87,67.66666667,16,71.5333,71.5333,4018.889225,87.5333,6017.777384,16,1998.88816
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2017,may,3.62,67.40625,0,15.3,15.3,183.8537008,15.3,183.8537008,0,0
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2017,may,3.62,67.40625,1,12.2,12.2,116.8985639,13.2,136.8476604,1,19.9490965
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,jun,6,77.41666667,1,4.5,4.5,15.90429938,5.5,23.75827438,1,7.853975
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,jun,6,77.41666667,17,87.5333,87.5333,6017.777384,104.5333,8582.204051,17,2564.426667
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2017,jun,5.88,77.15151515,0.5,15.3,15.3,183.8537008,15.8,196.0666319,0.5,12.21293113
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2017,jun,5.88,77.15151515,0,13.2,13.2,136.8476604,13.2,136.8476604,0,0
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,jul,7.98,83.5,1,5.5,5.5,23.75827438,6.5,33.18304438,1,9.42477
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,jul,7.98,83.5,12,104.5333,104.5333,8582.204051,116.5333,10665.70591,12,2083.50186
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2017,jul,10.17,83.48484848,0,15.8,15.8,196.0666319,15.8,196.0666319,0,0
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2017,jul,10.17,83.48484848,0,13.2,13.2,136.8476604,13.2,136.8476604,0,0
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,aug,8.43,79.44444444,0,6.5,6.5,33.18304438,6.5,33.18304438,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,aug,8.43,79.44444444,15,116.5333,116.5333,10665.70591,131.5333,13588.16922,15,2922.463312
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2017,aug,8.43,79.44444444,0,15.8,15.8,196.0666319,15.8,196.0666319,0,0
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2017,aug,8.43,79.44444444,0,13.2,13.2,136.8476604,13.2,136.8476604,0,0
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,sep,3.32,76.06896552,0,6.5,6.5,33.18304438,6.5,33.18304438,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,sep,3.32,76.06896552,7,131.5333,131.5333,13588.16922,138.5333,15072.93665,7,1484.767427
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2017,sep,3.32,76.06896552,0,15.8,15.8,196.0666319,15.8,196.0666319,0,0
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2017,sep,3.32,76.06896552,NA,13.2,13.2,136.8476604,NA,NA,NA,NA
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,oct,5.57,68.52380952,0,6.5,6.5,33.18304438,6.5,33.18304438,0,0
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,oct,5.57,68.52380952,NA,138.5333,138.5333,15072.93665,NA,NA,NA,NA
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2017,oct,5.06,69.20512821,0,15.8,15.8,196.0666319,15.8,196.0666319,0,0
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2017,oct,5.06,69.20512821,0,13.2,13.2,136.8476604,13.2,136.8476604,0,0
